BPM,AvgBPM,IR_value,Accel_X,Accel_Y,Accel_Z,A_total
0.0,0.0,8802,-2.67,-9.96,2.67,10.65
0.0,0.0,8799,-2.71,-9.92,2.71,10.64
0.0,0.0,8805,-2.67,-9.92,2.67,10.62
0.0,0.0,8813,-2.71,-9.96,2.67,10.66
0.0,0.0,8800,-2.71,-9.92,2.71,10.64
0.0,0.0,8800,-2.75,-9.96,2.67,10.67
0.0,0.0,8796,-2.67,-9.96,2.71,10.66
0.0,0.0,8826,-2.67,-10.0,2.67,10.69
0.0,0.0,8718,-2.71,-9.89,2.71,10.6
0.0,0.0,8602,-2.67,-9.92,2.71,10.63
0.0,0.0,8732,-2.79,-9.85,2.82,10.61
0.0,0.0,8787,-2.71,-9.96,2.75,10.68
0.0,0.0,8799,-2.67,-9.92,2.79,10.65
0.0,0.0,8910,-2.71,-9.96,2.67,10.66
0.0,0.0,8878,-2.67,-10.0,2.67,10.69
0.0,0.0,8866,-2.75,-9.92,2.71,10.65
0.0,0.0,8873,-2.67,-9.96,2.75,10.67
0.0,0.0,8896,-2.71,-9.96,2.75,10.68
0.0,0.0,8910,-2.67,-9.96,2.71,10.66
0.0,0.0,8912,-2.71,-9.92,2.75,10.65
0.0,0.0,8907,-2.67,-9.96,2.75,10.67
0.0,0.0,8910,-2.67,-9.96,2.71,10.66
0.0,0.0,8910,-2.71,-9.96,2.71,10.67
0.0,0.0,8912,-2.71,-9.96,2.71,10.67
0.0,0.0,8904,-2.67,-9.92,2.75,10.64
0.0,0.0,8900,-2.71,-9.96,2.71,10.67
0.0,0.0,8913,-2.71,-9.96,2.71,10.67
0.0,0.0,8921,-2.67,-9.92,2.75,10.64
0.0,0.0,8905,-2.71,-9.96,2.75,10.68
0.0,0.0,8911,-2.71,-9.96,2.67,10.66
0.0,0.0,8909,-2.71,-9.96,2.75,10.68
0.0,0.0,8918,-2.71,-9.89,2.75,10.61
0.0,0.0,8910,-2.75,-9.96,2.75,10.69
0.0,0.0,8941,-2.67,-9.92,2.71,10.63
0.0,0.0,8908,-2.71,-9.92,2.79,10.66
0.0,0.0,8912,-2.71,-9.96,2.75,10.68
0.0,0.0,8908,-2.71,-9.96,2.67,10.66
0.0,0.0,8910,-2.71,-9.96,2.67,10.66
0.0,0.0,8918,-2.67,-9.96,2.71,10.66
0.0,0.0,8920,-2.67,-9.96,2.71,10.66
0.0,0.0,8907,-2.71,-9.96,2.71,10.67
0.0,0.0,8918,-2.63,-9.92,2.75,10.63
0.0,0.0,8911,-2.75,-9.96,2.67,10.67
0.0,0.0,8939,-2.75,-9.92,2.71,10.65
0.0,0.0,8916,-2.71,-9.92,2.71,10.64
0.0,0.0,8948,-2.67,-9.85,2.59,10.52
0.0,0.0,8922,-2.67,-9.92,2.71,10.63
0.0,0.0,8924,-2.71,-9.89,2.75,10.61
0.0,0.0,8908,-2.71,-9.96,2.75,10.68
0.0,0.0,8924,-2.67,-9.96,2.71,10.66
0.0,0.0,8923,-2.71,-9.96,2.75,10.68
0.0,0.0,8920,-2.71,-9.92,2.71,10.64
0.0,0.0,8916,-2.67,-9.92,2.67,10.62
0.0,0.0,8913,-2.71,-9.92,2.67,10.63
0.0,0.0,8916,-2.71,-9.96,2.79,10.69
0.0,0.0,8920,-2.71,-9.96,2.75,10.68
0.0,0.0,8925,-2.67,-9.96,2.71,10.66
0.0,0.0,8920,-2.71,-9.89,2.67,10.59
0.0,0.0,8928,-2.67,-9.96,2.67,10.65
0.0,0.0,8947,-2.71,-9.92,2.67,10.63
0.0,0.0,8894,-2.71,-9.96,2.75,10.68
0.0,0.0,8916,-2.67,-9.96,2.71,10.66
0.0,0.0,8925,-2.67,-9.92,2.67,10.62
0.0,0.0,8921,-2.67,-9.92,2.71,10.63
0.0,0.0,8944,-2.67,-9.92,2.71,10.63
0.0,0.0,8905,-2.67,-9.92,2.71,10.63
0.0,0.0,8915,-2.67,-9.92,2.71,10.63
0.0,0.0,8925,-2.71,-9.96,2.71,10.67
0.0,0.0,8925,-2.71,-9.92,2.67,10.63
0.0,0.0,8906,-2.75,-9.92,2.71,10.65
0.0,0.0,8927,-2.71,-9.96,2.67,10.66
0.0,0.0,8909,-2.67,-9.92,2.71,10.63
0.0,0.0,8913,-2.71,-9.92,2.71,10.64
0.0,0.0,8917,-2.71,-9.92,2.67,10.63
0.0,0.0,8921,-2.71,-9.92,2.71,10.64
0.0,0.0,8949,-2.71,-9.92,2.71,10.64
0.0,0.0,8916,-2.71,-9.96,2.67,10.66
0.0,0.0,8927,-2.67,-9.96,2.75,10.67
0.0,0.0,8912,-2.71,-9.96,2.67,10.66
0.0,0.0,8913,-2.67,-9.92,2.79,10.65
0.0,0.0,8917,-2.71,-9.92,2.71,10.64
0.0,0.0,8917,-2.67,-9.92,2.71,10.63
0.0,0.0,8925,-2.71,-9.92,2.71,10.64
0.0,0.0,8923,-2.71,-9.92,2.75,10.65
0.0,0.0,8919,-2.71,-9.92,2.75,10.65
0.0,0.0,8923,-2.71,-9.96,2.71,10.67
0.0,0.0,8912,-2.75,-9.89,2.71,10.61
0.0,0.0,8920,-2.75,-9.89,2.71,10.61
0.0,0.0,8918,-2.71,-9.92,2.71,10.64
0.0,0.0,8918,-2.67,-9.96,2.75,10.67
0.0,0.0,8948,-2.71,-9.92,2.75,10.65
0.0,0.0,8924,-2.71,-9.92,2.71,10.64
0.0,0.0,8906,-2.71,-9.92,2.71,10.64
0.0,0.0,8927,-2.71,-9.92,2.75,10.65
0.0,0.0,8911,-2.71,-9.92,2.67,10.63
0.0,0.0,8915,-2.75,-9.92,2.71,10.65
0.0,0.0,8947,-2.71,-9.96,2.71,10.67
0.0,0.0,8924,-2.71,-9.92,2.82,10.67
0.0,0.0,8924,-2.67,-9.96,2.71,10.66
0.0,0.0,8914,-2.67,-9.92,2.67,10.62
0.0,0.0,8926,-2.71,-9.96,2.75,10.68
0.0,0.0,8917,-2.71,-9.96,2.67,10.66
0.0,0.0,8905,-2.71,-9.92,2.75,10.65
0.0,0.0,8928,-2.71,-9.96,2.71,10.67
0.0,0.0,8937,-2.67,-9.92,2.71,10.63
0.0,0.0,8923,-2.71,-9.92,2.71,10.64
0.0,0.0,8919,-2.71,-9.92,2.75,10.65
0.0,0.0,8928,-2.71,-9.96,2.75,10.68
0.0,0.0,8919,-2.67,-9.96,2.75,10.67
0.0,0.0,8926,-2.71,-9.96,2.79,10.69
0.0,0.0,8911,-2.71,-9.96,2.67,10.66
0.0,0.0,8914,-2.71,-9.92,2.67,10.63
0.0,0.0,8905,-2.75,-9.92,2.71,10.65
0.0,0.0,8918,-2.71,-9.96,2.75,10.68
0.0,0.0,8925,-2.71,-9.96,2.75,10.68
0.0,0.0,8940,-2.67,-9.92,2.67,10.62
0.0,0.0,8916,-2.75,-9.96,2.75,10.69
0.0,0.0,8914,-2.71,-9.92,2.75,10.65
0.0,0.0,8912,-2.71,-9.92,2.75,10.65
0.0,0.0,8917,-2.71,-9.92,2.75,10.65
0.0,0.0,8909,-2.71,-9.92,2.71,10.64
0.0,0.0,8914,-2.75,-9.92,2.71,10.65
0.0,0.0,8916,-2.71,-10.0,2.71,10.71
0.0,0.0,8930,-2.67,-9.96,2.67,10.65
0.0,0.0,8915,-2.67,-9.92,2.75,10.64
0.0,0.0,8908,-2.71,-9.96,2.67,10.66
0.0,0.0,8915,-2.71,-9.96,2.71,10.67
0.0,0.0,8920,-2.67,-9.96,2.71,10.66
0.0,0.0,8914,-2.67,-9.92,2.71,10.63
0.0,0.0,8912,-2.71,-9.92,2.71,10.64
0.0,0.0,8915,-2.67,-9.92,2.71,10.63
0.0,0.0,8913,-2.71,-9.92,2.71,10.64
0.0,0.0,8916,-2.75,-9.89,2.79,10.63
0.0,0.0,8912,-2.71,-9.92,2.71,10.64
0.0,0.0,8917,-2.67,-9.96,2.71,10.66
0.0,0.0,8915,-2.67,-9.96,2.79,10.68
0.0,0.0,8914,-2.71,-9.92,2.75,10.65
0.0,0.0,8918,-2.67,-9.96,2.75,10.67
0.0,0.0,8914,-2.71,-9.96,2.71,10.67
0.0,0.0,8922,-2.67,-9.96,2.75,10.67
0.0,0.0,8920,-2.67,-9.96,2.71,10.66
0.0,0.0,8916,-2.71,-9.92,2.75,10.65
0.0,0.0,8944,-2.71,-9.92,2.79,10.66
0.0,0.0,8911,-2.71,-9.92,2.71,10.64
0.0,0.0,8919,-2.71,-9.96,2.67,10.66
0.0,0.0,8918,-2.71,-9.92,2.71,10.64
0.0,0.0,8920,-2.67,-9.92,2.75,10.64
0.0,0.0,8922,-2.71,-9.92,2.75,10.65
0.0,0.0,8909,-2.67,-9.96,2.75,10.67
0.0,0.0,8915,-2.71,-9.89,2.75,10.61
0.0,0.0,8910,-2.71,-9.92,2.71,10.64
0.0,0.0,8919,-2.67,-9.96,2.75,10.67
0.0,0.0,8904,-2.71,-9.96,2.71,10.67
0.0,0.0,8921,-2.71,-9.96,2.75,10.68
0.0,0.0,8930,-2.71,-9.96,2.75,10.68
0.0,0.0,8917,-2.71,-9.92,2.71,10.64
0.0,0.0,8945,-2.71,-9.92,2.71,10.64
0.0,0.0,8916,-2.67,-9.96,2.79,10.68
0.0,0.0,8921,-2.71,-9.96,2.71,10.67
0.0,0.0,8916,-2.71,-9.92,2.75,10.65
0.0,0.0,8949,-2.67,-9.96,2.71,10.66
0.0,0.0,8904,-2.67,-9.96,2.67,10.65
0.0,0.0,8910,-2.71,-9.89,2.75,10.61
0.0,0.0,8920,-2.67,-9.92,2.79,10.65
0.0,0.0,8920,-2.71,-9.92,2.75,10.65
0.0,0.0,8916,-2.71,-9.89,2.71,10.6
0.0,0.0,8916,-2.75,-9.92,2.71,10.65
0.0,0.0,8918,-2.67,-9.96,2.79,10.68
0.0,0.0,8908,-2.71,-9.92,2.75,10.65
0.0,0.0,8913,-2.71,-9.89,2.75,10.61
0.0,0.0,8923,-2.71,-9.92,2.71,10.64
0.0,0.0,8942,-2.71,-9.96,2.75,10.68
0.0,0.0,8901,-2.67,-9.96,2.71,10.66
0.0,0.0,8919,-2.67,-9.96,2.75,10.67
0.0,0.0,8910,-2.71,-9.96,2.71,10.67
0.0,0.0,8907,-2.67,-10.0,2.71,10.7
0.0,0.0,8908,-2.63,-9.96,2.71,10.65
0.0,0.0,8927,-2.71,-9.89,2.75,10.61
0.0,0.0,8916,-2.71,-9.96,2.67,10.66
0.0,0.0,8911,-2.71,-9.96,2.75,10.68
0.0,0.0,8912,-2.67,-9.96,2.71,10.66
0.0,0.0,8897,-2.67,-9.89,2.75,10.6
0.0,0.0,8915,-2.71,-9.92,2.75,10.65
0.0,0.0,8916,-2.71,-9.92,2.71,10.64
0.0,0.0,8906,-2.75,-9.92,2.75,10.66
0.0,0.0,8920,-2.71,-9.96,2.71,10.67
0.0,0.0,8920,-2.71,-9.96,2.71,10.67
0.0,0.0,8914,-2.71,-9.96,2.67,10.66
0.0,0.0,8911,-2.75,-9.96,2.75,10.69
0.0,0.0,8906,-2.71,-9.89,2.71,10.6
0.0,0.0,8933,-2.71,-9.92,2.71,10.64
0.0,0.0,8909,-2.75,-9.96,2.71,10.68
0.0,0.0,8913,-2.71,-9.92,2.71,10.64
0.0,0.0,8917,-2.71,-9.92,2.71,10.64
0.0,0.0,8910,-2.67,-9.96,2.67,10.65
0.0,0.0,8912,-2.71,-9.96,2.71,10.67
0.0,0.0,8901,-2.71,-9.96,2.67,10.66
0.0,0.0,8906,-2.71,-9.92,2.75,10.65
0.0,0.0,8912,-2.71,-9.96,2.75,10.68
0.0,0.0,8906,-2.67,-9.96,2.71,10.66
0.0,0.0,8894,-2.67,-9.96,2.71,10.66
0.0,0.0,8920,-2.67,-9.92,2.71,10.63
0.0,0.0,8903,-2.71,-10.0,2.75,10.72
0.0,0.0,8921,-2.75,-9.92,2.75,10.66
0.0,0.0,8906,-2.67,-9.96,2.67,10.65
0.0,0.0,8908,-2.67,-9.92,2.71,10.63
0.0,0.0,8903,-2.67,-9.96,2.71,10.66
0.0,0.0,8902,-2.75,-9.92,2.71,10.65
0.0,0.0,8912,-2.71,-9.92,2.67,10.63
0.0,0.0,8904,-2.79,-9.96,2.67,10.68
0.0,0.0,8902,-2.71,-9.96,2.71,10.67
0.0,0.0,8899,-2.67,-9.92,2.71,10.63
0.0,0.0,8899,-2.67,-9.92,2.71,10.63
0.0,0.0,8905,-2.71,-9.96,2.67,10.66
0.0,0.0,8902,-2.75,-9.89,2.71,10.61
0.0,0.0,8914,-2.75,-9.92,2.71,10.65
0.0,0.0,8899,-2.71,-9.89,2.75,10.61
0.0,0.0,8913,-2.71,-9.92,2.71,10.64
0.0,0.0,8917,-2.71,-9.92,2.75,10.65
0.0,0.0,8876,-2.71,-9.92,2.71,10.64
0.0,0.0,8685,-2.71,-9.96,2.79,10.69
0.0,0.0,8797,-2.67,-9.96,2.75,10.67
0.0,0.0,8881,-2.71,-9.92,2.71,10.64
0.0,0.0,8937,-2.71,-9.92,2.67,10.63
0.0,0.0,8934,-2.67,-9.92,2.71,10.63
0.0,0.0,8926,-2.71,-9.96,2.75,10.68
0.0,0.0,8933,-2.75,-9.92,2.75,10.66
0.0,0.0,8943,-2.67,-9.96,2.67,10.65
0.0,0.0,8937,-2.71,-9.92,2.71,10.64
0.0,0.0,8930,-2.63,-9.89,2.79,10.6
0.0,0.0,8951,-2.67,-9.96,2.75,10.67
0.0,0.0,8962,-2.71,-9.96,2.67,10.66
0.0,0.0,8956,-2.67,-9.92,2.67,10.62
0.0,0.0,8947,-2.67,-9.96,2.75,10.67
0.0,0.0,8968,-2.67,-9.92,2.71,10.63
0.0,0.0,8948,-2.71,-9.96,2.75,10.68
0.0,0.0,8925,-2.71,-9.92,2.75,10.65
0.0,0.0,8902,-2.67,-9.96,2.67,10.65
0.0,0.0,8904,-2.67,-9.96,2.75,10.67
0.0,0.0,8936,-2.67,-9.96,2.71,10.66
0.0,0.0,8900,-2.71,-9.96,2.67,10.66
0.0,0.0,8906,-2.67,-9.96,2.71,10.66
0.0,0.0,8941,-2.71,-9.92,2.75,10.65
0.0,0.0,8919,-2.67,-9.96,2.75,10.67
0.0,0.0,8899,-2.67,-9.96,2.75,10.67
0.0,0.0,8913,-2.71,-9.92,2.71,10.64
0.0,0.0,8907,-2.71,-9.92,2.71,10.64
0.0,0.0,8933,-2.67,-9.89,2.71,10.59
0.0,0.0,8887,-2.67,-9.92,2.67,10.62
0.0,0.0,8904,-2.71,-9.92,2.75,10.65
0.0,0.0,8903,-2.71,-9.92,2.71,10.64
0.0,0.0,8927,-2.75,-9.89,2.75,10.62
0.0,0.0,8909,-2.67,-9.96,2.75,10.67
0.0,0.0,8920,-2.71,-10.0,2.71,10.71
0.0,0.0,8905,-2.71,-9.96,2.71,10.67
0.0,0.0,8904,-2.75,-9.92,2.75,10.66
0.0,0.0,8897,-2.71,-9.92,2.75,10.65
0.0,0.0,8889,-2.71,-9.92,2.71,10.64
0.0,0.0,8910,-2.71,-9.96,2.75,10.68
0.0,0.0,8908,-2.71,-9.92,2.67,10.63
0.0,0.0,8923,-2.67,-9.92,2.71,10.63
0.0,0.0,8923,-2.71,-9.96,2.75,10.68
0.0,0.0,8928,-2.63,-9.92,2.75,10.63
0.0,0.0,8904,-2.67,-9.96,2.67,10.65
0.0,0.0,8898,-2.71,-9.92,2.67,10.63
0.0,0.0,8888,-2.71,-9.92,2.75,10.65
0.0,0.0,8904,-2.67,-9.96,2.75,10.67
0.0,0.0,8902,-2.75,-9.92,2.71,10.65
0.0,0.0,8917,-2.71,-9.92,2.75,10.65
0.0,0.0,8905,-2.71,-9.92,2.71,10.64
0.0,0.0,8898,-2.71,-9.92,2.75,10.65
0.0,0.0,8900,-2.67,-9.96,2.71,10.66
0.0,0.0,8898,-2.67,-9.92,2.71,10.63
0.0,0.0,8929,-2.71,-9.92,2.71,10.64
0.0,0.0,8900,-2.71,-9.96,2.71,10.67
0.0,0.0,8894,-2.75,-9.96,2.71,10.68
0.0,0.0,8916,-2.71,-9.96,2.71,10.67
0.0,0.0,8900,-2.67,-9.96,2.75,10.67
0.0,0.0,8938,-2.71,-9.92,2.71,10.64
0.0,0.0,8906,-2.71,-9.92,2.75,10.65
0.0,0.0,8902,-2.71,-9.96,2.75,10.68
0.0,0.0,8906,-2.71,-9.92,2.79,10.66
0.0,0.0,8921,-2.75,-9.92,2.75,10.66
0.0,0.0,8918,-2.67,-9.92,2.71,10.63
0.0,0.0,8891,-2.71,-10.0,2.67,10.7
0.0,0.0,8907,-2.63,-9.92,2.67,10.61
0.0,0.0,8913,-2.67,-9.92,2.75,10.64
0.0,0.0,8918,-2.71,-9.92,2.75,10.65
0.0,0.0,8905,-2.63,-9.92,2.79,10.64
0.0,0.0,8920,-2.67,-9.96,2.67,10.65
0.0,0.0,8911,-2.71,-9.96,2.75,10.68
0.0,0.0,8920,-2.71,-9.96,2.67,10.66
0.0,0.0,8901,-2.67,-9.96,2.67,10.65
0.0,0.0,8898,-2.71,-9.89,2.79,10.62
0.0,0.0,8896,-2.75,-9.92,2.75,10.66
0.0,0.0,8903,-2.75,-9.92,2.71,10.65
0.0,0.0,8914,-2.75,-9.92,2.75,10.66
0.0,0.0,8934,-2.67,-9.92,2.71,10.63
0.0,0.0,8888,-2.71,-9.96,2.75,10.68
0.0,0.0,8899,-2.67,-9.96,2.86,10.7
0.0,0.0,8905,-2.71,-9.92,2.75,10.65
0.0,0.0,8901,-2.71,-9.96,2.71,10.67
0.0,0.0,8903,-2.71,-9.92,2.75,10.65
0.0,0.0,8909,-2.71,-9.89,2.75,10.61
0.0,0.0,8906,-2.67,-9.96,2.67,10.65
0.0,0.0,8908,-2.75,-9.96,2.75,10.69
0.0,0.0,8905,-2.71,-9.92,2.71,10.64
0.0,0.0,8908,-2.75,-9.96,2.67,10.67
0.0,0.0,8913,-2.75,-9.92,2.82,10.68
0.0,0.0,8909,-2.75,-9.96,2.71,10.68
0.0,0.0,8898,-2.67,-9.96,2.75,10.67
0.0,0.0,8901,-2.71,-9.96,2.75,10.68
0.0,0.0,8914,-2.71,-9.92,2.71,10.64
0.0,0.0,8910,-2.71,-9.89,2.75,10.61
0.0,0.0,8910,-2.71,-9.89,2.63,10.58
0.0,0.0,8912,-2.67,-9.96,2.71,10.66
0.0,0.0,8906,-2.67,-9.92,2.71,10.63
0.0,0.0,8880,-2.71,-9.92,2.79,10.66
0.0,0.0,8906,-2.71,-9.92,2.71,10.64
0.0,0.0,8900,-2.71,-9.92,2.71,10.64
0.0,0.0,8906,-2.71,-9.96,2.71,10.67
0.0,0.0,8928,-2.67,-9.96,2.71,10.66
0.0,0.0,8891,-2.67,-9.96,2.75,10.67
0.0,0.0,8895,-2.71,-9.92,2.67,10.63
0.0,0.0,8904,-2.67,-9.96,2.71,10.66
0.0,0.0,8906,-2.71,-9.92,2.67,10.63
0.0,0.0,8895,-2.67,-9.96,2.67,10.65
0.0,0.0,8897,-2.71,-9.96,2.63,10.65
0.0,0.0,8914,-2.67,-9.92,2.71,10.63
0.0,0.0,8908,-2.75,-9.85,2.67,10.56
0.0,0.0,8918,-2.67,-9.92,2.75,10.64
0.0,0.0,8912,-2.75,-9.89,2.71,10.61
0.0,0.0,8901,-2.71,-9.92,2.71,10.64
0.0,0.0,8909,-2.71,-9.92,2.79,10.66
0.0,0.0,8901,-2.63,-9.92,2.75,10.63
0.0,0.0,8889,-2.71,-9.92,2.67,10.63
0.0,0.0,8891,-2.71,-9.92,2.67,10.63
0.0,0.0,8903,-2.71,-9.96,2.67,10.66
0.0,0.0,8914,-2.71,-9.96,2.71,10.67
0.0,0.0,8907,-2.71,-9.96,2.67,10.66
0.0,0.0,8900,-2.71,-9.92,2.71,10.64
0.0,0.0,8907,-2.71,-9.92,2.71,10.64
0.0,0.0,8923,-2.67,-9.96,2.67,10.65
0.0,0.0,8970,-2.71,-9.96,2.63,10.65
0.0,0.0,8916,-2.71,-9.92,2.79,10.66
0.0,0.0,8946,-2.67,-9.89,2.75,10.6
0.0,0.0,8917,-2.75,-9.92,2.79,10.67
0.0,0.0,8931,-2.71,-9.92,2.71,10.64
0.0,0.0,8936,-2.67,-9.96,2.71,10.66
0.0,0.0,8952,-2.67,-9.96,2.75,10.67
0.0,0.0,8938,-2.67,-9.96,2.75,10.67
0.0,0.0,8957,-2.67,-9.92,2.71,10.63
0.0,0.0,8955,-2.71,-9.89,2.79,10.62
0.0,0.0,8981,-2.67,-9.96,2.71,10.66
0.0,0.0,8996,-2.71,-9.96,2.71,10.67
0.0,0.0,8981,-2.75,-9.89,2.75,10.62
0.0,0.0,8998,-2.67,-9.92,2.67,10.62
0.0,0.0,8988,-2.67,-9.96,2.71,10.66
0.0,0.0,9014,-2.71,-9.92,2.67,10.63
0.0,0.0,8985,-2.71,-9.85,2.75,10.57
0.0,0.0,8988,-2.71,-9.96,2.67,10.66
0.0,0.0,8989,-2.67,-9.96,2.79,10.68
0.0,0.0,8973,-2.67,-9.96,2.79,10.68
0.0,0.0,8978,-2.67,-9.92,2.67,10.62
0.0,0.0,8972,-2.75,-9.96,2.71,10.68
0.0,0.0,8975,-2.71,-9.96,2.75,10.68
0.0,0.0,8975,-2.67,-9.96,2.71,10.66
0.0,0.0,8958,-2.67,-9.92,2.71,10.63
0.0,0.0,8967,-2.63,-9.96,2.71,10.65
0.0,0.0,8969,-2.71,-9.96,2.71,10.67
0.0,0.0,8981,-2.67,-9.92,2.75,10.64
0.0,0.0,8972,-2.75,-9.92,2.82,10.68
0.0,0.0,8975,-2.67,-9.92,2.71,10.63
0.0,0.0,8970,-2.71,-9.92,2.71,10.64
0.0,0.0,8996,-2.71,-9.92,2.71,10.64
0.0,0.0,8969,-2.71,-9.96,2.71,10.67
0.0,0.0,8965,-2.71,-9.96,2.71,10.67
0.0,0.0,8951,-2.67,-9.92,2.75,10.64
0.0,0.0,8971,-2.71,-9.96,2.71,10.67
0.0,0.0,8960,-2.71,-9.92,2.67,10.63
0.0,0.0,8980,-2.71,-9.92,2.71,10.64
0.0,0.0,8988,-2.67,-9.96,2.71,10.66
0.0,0.0,8983,-2.71,-9.96,2.75,10.68
0.0,0.0,8988,-2.71,-9.96,2.67,10.66
0.0,0.0,8981,-2.71,-9.96,2.71,10.67
0.0,0.0,9009,-2.75,-9.96,2.71,10.68
0.0,0.0,8969,-2.79,-9.92,2.67,10.65
0.0,0.0,8982,-2.67,-9.92,2.79,10.65
0.0,0.0,8987,-2.71,-9.96,2.71,10.67
0.0,0.0,8980,-2.67,-10.0,2.63,10.68
0.0,0.0,8983,-2.71,-9.92,2.75,10.65
0.0,0.0,8965,-2.75,-9.92,2.71,10.65
0.0,0.0,8984,-2.71,-9.92,2.71,10.64
0.0,0.0,8997,-2.67,-9.92,2.79,10.65
0.0,0.0,8959,-2.67,-9.96,2.82,10.69
0.0,0.0,8988,-2.71,-9.96,2.71,10.67
0.0,0.0,8980,-2.71,-9.96,2.79,10.69
0.0,0.0,8976,-2.71,-9.92,2.79,10.66
0.0,0.0,8970,-2.67,-9.96,2.67,10.65
0.0,0.0,8960,-2.67,-9.96,2.71,10.66
0.0,0.0,8976,-2.67,-9.92,2.75,10.64
0.0,0.0,8979,-2.71,-9.92,2.75,10.65
0.0,0.0,8976,-2.67,-9.92,2.71,10.63
0.0,0.0,8975,-2.71,-9.96,2.71,10.67
0.0,0.0,8990,-2.71,-9.89,2.71,10.6
0.0,0.0,8975,-2.63,-9.96,2.82,10.68
0.0,0.0,8974,-2.71,-9.96,2.67,10.66
0.0,0.0,8971,-2.71,-9.92,2.71,10.64
0.0,0.0,8965,-2.71,-9.96,2.71,10.67
0.0,0.0,8984,-2.71,-9.92,2.75,10.65
0.0,0.0,8971,-2.71,-9.96,2.67,10.66
0.0,0.0,8984,-2.71,-9.92,2.67,10.63
0.0,0.0,8968,-2.71,-9.96,2.67,10.66
0.0,0.0,8948,-2.67,-9.92,2.71,10.63
0.0,0.0,8982,-2.71,-9.96,2.75,10.68
0.0,0.0,8983,-2.75,-9.96,2.71,10.68
0.0,0.0,8989,-2.67,-9.96,2.75,10.67
0.0,0.0,8977,-2.67,-9.96,2.71,10.66
0.0,0.0,8996,-2.71,-9.96,2.71,10.67
0.0,0.0,8978,-2.67,-9.92,2.75,10.64
0.0,0.0,8978,-2.67,-9.92,2.79,10.65
0.0,0.0,8984,-2.67,-9.92,2.71,10.63
0.0,0.0,8981,-2.71,-9.96,2.71,10.67
0.0,0.0,8968,-2.67,-9.96,2.71,10.66
0.0,0.0,8983,-2.67,-9.96,2.63,10.64
0.0,0.0,8985,-2.71,-9.92,2.75,10.65
0.0,0.0,8982,-2.75,-9.92,2.75,10.66
0.0,0.0,8984,-2.71,-9.92,2.75,10.65
0.0,0.0,8983,-2.67,-9.96,2.75,10.67
0.0,0.0,8984,-2.71,-9.92,2.71,10.64
0.0,0.0,8983,-2.71,-9.92,2.75,10.65
0.0,0.0,8986,-2.71,-9.96,2.71,10.67
0.0,0.0,8977,-2.71,-9.92,2.71,10.64
0.0,0.0,8953,-2.71,-9.89,2.71,10.6
0.0,0.0,8978,-2.75,-9.92,2.71,10.65
0.0,0.0,8983,-2.71,-9.92,2.71,10.64
0.0,0.0,8980,-2.71,-9.92,2.67,10.63
0.0,0.0,9001,-2.67,-9.96,2.67,10.65
0.0,0.0,8980,-2.71,-9.96,2.71,10.67
0.0,0.0,8990,-2.67,-9.96,2.67,10.65
0.0,0.0,8980,-2.67,-9.96,2.75,10.67
0.0,0.0,8983,-2.71,-9.92,2.71,10.64
0.0,0.0,8965,-2.67,-9.96,2.71,10.66
0.0,0.0,9004,-2.75,-9.89,2.63,10.59
0.0,0.0,8986,-2.71,-9.96,2.79,10.69
0.0,0.0,8991,-2.67,-10.0,2.71,10.7
0.0,0.0,8999,-2.71,-9.92,2.63,10.62
0.0,0.0,9010,-2.71,-9.92,2.71,10.64
0.0,0.0,8978,-2.71,-9.89,2.71,10.6
0.0,0.0,8982,-2.71,-9.96,2.71,10.67
0.0,0.0,8980,-2.71,-9.96,2.71,10.67
0.0,0.0,8975,-2.71,-9.92,2.75,10.65
0.0,0.0,8995,-2.67,-9.92,2.71,10.63
0.0,0.0,8984,-2.75,-9.92,2.79,10.67
0.0,0.0,8982,-2.71,-9.92,2.75,10.65
0.0,0.0,8981,-2.75,-9.92,2.71,10.65
0.0,0.0,8990,-2.71,-9.92,2.75,10.65
0.0,0.0,8988,-2.71,-9.92,2.79,10.66
0.0,0.0,9012,-2.71,-9.92,2.75,10.65
0.0,0.0,8971,-2.67,-9.92,2.71,10.63
0.0,0.0,8987,-2.67,-9.92,2.75,10.64
0.0,0.0,8989,-2.75,-9.92,2.75,10.66
0.0,0.0,8989,-2.71,-9.96,2.71,10.67
0.0,0.0,8991,-2.67,-9.92,2.75,10.64
0.0,0.0,8973,-2.67,-9.96,2.71,10.66
0.0,0.0,8996,-2.71,-9.92,2.75,10.65
0.0,0.0,8989,-2.67,-9.92,2.75,10.64
0.0,0.0,9002,-2.71,-9.92,2.79,10.66
0.0,0.0,8988,-2.71,-9.92,2.71,10.64
0.0,0.0,8985,-2.71,-9.92,2.75,10.65
0.0,0.0,8991,-2.71,-9.89,2.71,10.6
0.0,0.0,8983,-2.67,-9.96,2.75,10.67
0.0,0.0,8985,-2.71,-9.96,2.71,10.67
0.0,0.0,8961,-2.71,-9.92,2.75,10.65
0.0,0.0,8984,-2.71,-9.92,2.71,10.64
0.0,0.0,8979,-2.67,-9.96,2.71,10.66
0.0,0.0,8984,-2.71,-9.96,2.71,10.67
0.0,0.0,8984,-2.71,-9.92,2.75,10.65
0.0,0.0,8984,-2.71,-9.92,2.79,10.66
0.0,0.0,8984,-2.71,-9.89,2.71,10.6
0.0,0.0,8983,-2.75,-9.96,2.67,10.67
